Min Leaf Split,Accuracy,SKlearn Accuracy,F1-Score,SKlearn F1-Score,Precision,SKlearn Presicion,Recall,SKlearn Recall,Fitting Time,SKlearn Fitting Time,Prediction Time,SKlearn Prediction Time,Tree Depth,SKlearn Tree Depth,Model Size,SKlearn Model Size
56,0.9284886128364389,0.9313457556935818,0.9286249744763788,0.9316257359484819,0.8961838017055408,0.8893279353496745,0.9041666666666666,0.9213333333333334,0.040664320000178125,0.0007242799996674876,0.005102090000400494,0.00021139999971637736,6.4,4.7,1469.6,2576.9
57,0.9314078674948242,0.9399171842650104,0.9314264571557361,0.940210341679621,0.8998048767242317,0.8996625226625226,0.9091666666666669,0.9333333333333332,0.038950280000244676,0.0006446399998822017,0.004026239999984682,0.0002203899999585701,5.8,4.7,1418.8,2548.1
58,0.9370186335403726,0.9369979296066253,0.937287687662157,0.9369600026110317,0.8968226885835581,0.9031118808727505,0.9291666666666668,0.9209999999999999,0.04102671000018745,0.0006567900001755334,0.004183690000172646,0.00018639999980223364,5.7,4.7,1436.3,2548.1
59,0.9241407867494825,0.9442236024844721,0.9243637192161547,0.9442890605160968,0.8744282626419058,0.9016813186813186,0.913,0.9420000000000002,0.040454659999704747,0.0006151800000225194,0.004253930000231776,0.00020435999995243036,6.1,5.0,1410.8,2678.3
60,0.9271014492753622,0.9427743271221531,0.9272756448506089,0.9428007126692256,0.8943327228327227,0.9106532469141164,0.9003333333333334,0.93,0.048947380000026894,0.0006005600003845757,0.004616509999686968,0.00021890999996685423,6.4,4.8,1436.7,2562.5
61,0.9313250517598345,0.947080745341615,0.9314289559476189,0.9470679728006154,0.8919438058748403,0.9252263630089719,0.922,0.9253333333333332,0.044710390000182086,0.0006672400002571521,0.004266020000613935,0.0001577299999553361,6.4,5.1,1479.0,2606.3
62,0.9342443064182195,0.9442443064182194,0.9343534287703378,0.944852266131951,0.8954399232007928,0.8870518925518927,0.9213333333333334,0.9670000000000002,0.0356563900000765,0.0005382700002883212,0.003518369999801507,0.0001273699996090727,5.9,4.7,1376.8,2475.8
63,0.935631469979296,0.9513871635610766,0.9359599594760739,0.9513112196398319,0.8913300033300032,0.9277893740719829,0.9293333333333333,0.9333333333333333,0.042808530000002065,0.0006003599999530706,0.004123450000406592,0.00021756000023742672,6.1,4.7,1428.1,2591.6
64,0.9242236024844722,0.9313457556935818,0.9246867601209212,0.93124153763434,0.8770157957228599,0.9020964679866281,0.9251666666666667,0.9046666666666667,0.038595579999855543,0.0005760900005043368,0.003463010000268696,0.0001570700000229408,5.1,4.8,1275.3,2533.7
65,0.9327329192546584,0.9427536231884058,0.9329410857659866,0.9425469721369302,0.8950588425132604,0.930623188405797,0.9216666666666669,0.9041666666666668,0.03678736999972898,0.0005687999999281601,0.003534669999680773,0.00013454999989335193,6.0,4.8,1395.0,2591.0
66,0.9342236024844721,0.9413871635610767,0.9342989231604429,0.9412492996985744,0.9112153707805882,0.9207022759848847,0.9045,0.9128333333333334,0.03827352999996947,0.0005279399994833512,0.003426649999892106,0.00011451999980636174,5.8,4.8,1369.0,2533.7
